Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Trajectory Inspection: A Method for Iterative Clinician-Driven Design of Reinforcement Learning Studies,"Ji, Christina X.; Oberst, Michael; Kanjilal, Sanjat; Sontag, David","Reinforcement learning (RL) has the potential to significantly improve clinical decision making. However, treatment policies learned via RL from observational data are sensitive to subtle choices in study design. We highlight a simple approach, trajectory inspection, to bring clinicians into an iterative design process for model-based RL studies. We identify where the model recommends unexpectedly aggressive treatments or expects surprisingly positive outcomes from its recommendations. Then, we examine clinical trajectories simulated with the learned model and policy alongside the actual hospital course. Applying this approach to recent work on RL for sepsis management, we uncover a model bias towards discharge, a preference for high vasopressor doses that may be linked to small sample sizes, and clinically implausible expectations of discharge without weaning off vasopressors. We hope that iterations of detecting and addressing the issues unearthed by our method will result in RL policies that inspire more confidence in deployment. Copyright ©2021 AMIA - All rights reserved.",2021,,AMIA ... Annual Symposium proceedings. AMIA Symposium,2021,,305-314,,,,#4741,Ji 2021,"Exclusion reason: replication of existing study; Myura Nagendran (2022-01-18 01:42:01)(Select): replication of ai clinician (Komorowski 2018 et al) with a focus on evaluation of edge cases rather than a new ml technique. I would technically exclude ion that it's not a separate way to suggest individualised treatment to ai clinician. however, we def should discuss it alongside ai clinician perhaps in the sense of when it might not be sensible for clinicians to follow rl recommendation etc.; ",""
Derivation of a screen to identify severe sepsis and septic shock in the ED-BOMBARD vs. SIRS and qSOFA,"Rothrock, S. G.; Cassidy, D. D.; Bienvenu, D.; Heine, E.; Guetschow, B.; Briscoe, J. G.; Isaak, S. F.; Chang, K.; Devaux, M.; Kahlon, R.; Lenoci, R.; Imran, A.; Povlow, P.; Patel, S.; The, Bombard Study Group","Study objective: To predict severe sepsis/septic shock in ED patients. Methods: We conducted a retrospective case-control study of patients ≥18 admitted to two urban hospitals with a combined ED census of 162,000. Study cases included patients with severe sepsis/septic shock admitted via the ED. Controls comprised admissions without severe sepsis/septic shock. Using multivariate logistic regression, a prediction rule was constructed. The model's AUROC was internally validated using 1000 bootstrap samples. Results: 143 study and 286 control patients were evaluated. Features predictive of severe sepsis/septic shock included: SBP ≤ 110 mm Hg, shock index/SI ≥ 0.86, abnormal mental status or GCS < 15, respirations ≥ 22, temperature ≥ 38C, assisted living facility residency, disabled immunity. Two points were assigned to SI and temperature with other features assigned one point (mnemonic: BOMBARD). BOMBARD was superior to SIRS criteria (AUROC 0.860 vs. 0.798, 0.062 difference, 95% CI 0.022–0.102) and qSOFA scores (0.860 vs. 0.742, 0.118 difference, 95% CI 0.081–0.155) at predicting severe sepsis/septic shock. A BOMBARD score ≥ 3 was more sensitive than SIRS ≥ 2 (74.8% vs. 49%, 25.9% difference, 95% CI 18.7–33.1) and qSOFA ≥ 2 (74.8% vs. 33.6%, 41.2% difference, 95% CI 33.2–49.3) at predicting severe sepsis/septic shock. A BOMBARD score ≥ 3 was superior to SIRS ≥ 2 (76% vs. 45%, 32% difference, 95% CI 10–50) and qSOFA ≥ 2 (76% vs. 29%, 47% difference, 95% CI 25–63) at predicting sepsis mortality. Conclusion: BOMBARD was more accurate than SIRS and qSOFA at predicting severe sepsis/septic shock and sepsis mortality. © 2018 Elsevier Inc.",2019,,American Journal of Emergency Medicine,37,7,1260-1267,,10.1016/j.ajem.2018.09.023,,#5764,Rothrock 2019,Exclusion reason:  Predicts sepsis / severe sepsis; Myura Nagendran (2022-02-08 01:44:13)(Select): didn't distinguish severe sepsis from septic shock as far as I can see; ,""
Predicting septic shock outcomes in a database with missing data using fuzzy modeling: Influence of pre-processing techniques on real-world data-based classification,"Pereira, R. D. M. A.; Fialho, A. S.; Cismondi, F.; Vieira, S. M.; Sousa, J. M. C.; Almeida, R. J.; Kaymak, U.; Reti, S. R.; Howell, M. D.; Finkelstein, S. N.; National Science, Council; Ministry of, Education; Bureau of Foreign, Trade","Real-world databases often contain missing data and existing correction algorithms deliver varying performance. Also, most modeling techniques are not suitable to deal with them automatically. In this study we examine different approaches to predicting septic shock in the presence of missing data. Some preprocessing techniques for managing missing data include disregarding data, or replacing it with information that by design introduces bias. In this study, we show that predictive performance improves by employing a minimum pre-processing technique, the Zero-Order-Hold (ZOH) method, by applying a Fuzzy C-Means clustering technique based on the partial distance calculation strategy (FCM-PDS) and by computing the final classification regarding the samples from each patient. Performance improvements continue to occur where up to approximately 60% of the data is missing, though for higher percentage the classification performance still is statistically improved. We further validate this approach by making comparisons with previous studies. © 2011 IEEE.",2011,,"2011 IEEE International Conference on Fuzzy Systems, FUZZ 2011",,,2507-2512,,10.1109/FUZZY.2011.6007606,,#5145,Pereira 2011,"Exclusion reason: Doesn't guide CV treatment; Myura Nagendran (2022-02-08 01:49:15)(Select): I'd exclude, main emphasis is on superior imputation techniques to then aid prediction. so a bit of a tenuous connection to our core interest.; ",""
Multi-layer Facial Representation Learning for Early Prediction of Septic Shock,"Lin, C.; Ivy, J.; Chi, M.; Baru, C.; Huan, J.; Khan, L.; Hu, X. T.; Ak, R.; Tian, Y.; Barga, R.; Zaniolo, C.; Lee, K.; Ye, Y. F.; Ankura,; Baidu,; Ieee,; Ieee Computer Society; Very,","Recurrent Neural Network (RNN) and Convolutional Neural Network (CNN) have become the state-of-the-art approaches for mining Electronic Health Records (EHRs). Generally speaking, RNN extracts the temporal dependency among features as a time series of hidden states, whereas CNN summarizes the local patterns among features as a set of feature maps. Many studies have leveraged their complementary effects by using a stack of neural network layers with CNN on the input, followed by RNN layers for the output. However, the feature representations learned by these two types of neural networks are often hard to be visualized and interpreted in a unified way. In this work, we propose a general framework which represents the extracted temporal relationships and local patterns in a unified and systematic way through facial representations that have evolving emotional expressions based on a patient's health conditions. This form of feature representation not only improves the potential to visualize EHRs, but also further benefits our downstream task on early prediction of septic shock. More specifically, we show that our proposed framework consistently out-performed all other baseline models including various deep learning models for sepsis shock early prediction. © 2019 IEEE.",2019,,"2019 IEEE International Conference on Big Data, Big Data 2019",,,840-849,,10.1109/BigData47090.2019.9006002,,#5727,Lin 2019,"Exclusion reason: Not for realtime use; Finneas Catling (2022-02-08 01:57:29)(Select): Agree this is bonkers - perhaps the facial mapping acts like some sort of regularisation, explaining the improved performance? Anyway I think we can exclude as it just does visit-level SS prediction; Zuzanna Bien (2022-02-04 22:28:30)(Select): this one is kind of mad but I think meets criteria; ",""
Predictors of septic shock in patients with obstructive pyelonephritis due to ureteral calculi,"Friedlander, Justin; Antonelli, Jodi; Mollengarden, Daniel; Adams-Huet, Beverley; Shoss, Jeffrey; Trimmer, Clayton; Kalva, Sanjeeva; Lotan, Yair; Pearle, Margaret","INTRODUCTION AND OBJECTIVES: Obstructive pyelonephritis due to renal/ureteral calculi is a urologic emergency requiring urgent decompression of the collecting system. However, despite prompt intervention, some patients still do poorly. We sought to determine predictors of septic shock in patients presenting with obstructing stones and infection. METHOD(S): With institutional review board approval, we identified 259 patients who underwent urgent drainage (stent or nephrostomy) for an obstructing stone in the setting of presumed infection between December 2008 and October 2013. We divided patients into two groups, those who did and those who did not develop septic shock during hospitalization, and we compared baseline parameters at the time of presentation as well as time to intervention. Statistical comparisons between groups were performed using Wilcoxon Rank Sum for continuous variables and Fisher's Exact for categorical variables. Univariate analysis and multivariable logistic regression were used to determine independent predictors of septic shock. RESULT(S): Among the 259 study patients, 30 (11.6%) were diagnosed with septic shock after presentation. No significant differences in demographic factors were found between groups. The univariate analyses comparing parameters between groups are listed in the Table 1. On multivariable analysis, after controlling for the parameters listed at the bottom of the table, every one-unit increase in leukocyte count and heart rate portended a 7% and 3% increase in septic shock, respectively. Serum creatinine, while admittedly related to the diagnosis of shock, was associated with a 2.1 fold higher likelihood of developing septic shock. Furthermore, those with a previous history of stones were 73% less likely to develop shock. CONCLUSION(S): Among patients undergoing drainage for obstructive pyelonephritis due to stones, those who developed shock exhibited more significant abnormalities at presentation, consistent with greater severity of illness. Correlating presenting vital signs and laboratory values with shock risk will help to further identify those patients at highest risk with the hope that early identification will lead to better outcomes. Prospective studies investigating other predictors of shock are under way. (Table Presented).",2014,,Journal of Urology,191,4 SUPPL. 1,e772-e773,,http://dx.doi.org/10.1016/j.juro.2014.02.2121,,#1877,Friedlander 2014,Exclusion reason: Poster / oral presentation; ,""
"2nd Workshop on Knowledge Representation for Health Care, KR4HC 2010, held in conjunction with the 19th European Conference in Artificial Intelligence, ECAI 2010","Riano, D.; ten Teije, A.; Miksch, S.; Peleg, M.",The proceedings contain 11 papers. The special focus in this conference is on Knowledge Representation for Health Care. The topics include: Toward Probabilistic Analysis of Guidelines; a Semantic Web Approach to Integrate Phenotype Descriptions and Clinical Data; ontology-Based Knowledge Modeling to Provide Decision Support for Comorbid Diseases; inducing Decision Trees from Medical Decision Processes; critiquing Knowledge Representation in Medical Image Interpretation Using Structure Learning; linguistic and Temporal Processing for Discovering Hospital Acquired Infection from Patient Records; a Markov Analysis of Patients Developing Sepsis Using Clusters; Towards the Interoperability of Computerised Guidelines and Electronic Health Records: An Experiment with openEHR Archetypes and a Chronic Heart Failure Guideline; identifying Treatment Activities for Modelling Computer-Interpretable Clinical Practice Guidelines.,2011,,"2nd Workshop on Knowledge Representation for Health Care, KR4HC 2010, held in conjunction with the 19th European Conference in Artificial Intelligence, ECAI 2010",6512 LNAI,,,,,,#5120,Riano 2011,"Exclusion reason:  Predicts sepsis / severe sepsis; Finneas Catling (2022-02-08 00:13:58)(Select): I've retrieved the right article but it predicts sepsis only; Myura Nagendran (2022-01-18 00:52:33)(Select): I said exclude, couldn't find the paper FC referring to in note below when you click on the full text link; Finneas Catling (2021-09-27 22:30:18)(Screen): Duplicate. Need to retrieve 'a Markov analysis of patients developing sepsis using clusters'; ",""
Left ventricular-arterial coupling as a predictor of stroke volume response to norepinephrine in septic shock - a prospective cohort study,"Zhou, Xiaoyang; Pan, Jianneng; Wang, Yang; Wang, Hua; Xu, Zhaojun; Zhuo, Weibo","Background: Left ventricular-arterial coupling (VAC), defined as the ratio of arterial elastance (Ea) to left ventricular end-systolic elastance (Ees), is a key determinant of cardiovascular performance. This study aims to evaluate whether left VAC can predict stroke volume (SV) response to norepinephrine (NE) in septic shock patients. Method(s): This was a prospective cohort study conducted in an intensive care unit of a tertiary teaching hospital in China. We recruited septic shock patients who had persistent hypotension despite fluid resuscitation and required NE to maintain mean arterial pressure (MAP) > 65 mmHg. Those patients in whom the target MAP was not reached after NE infusion were ineligible. Echocardiographic variables were measured before (baseline) and after NE infusion. SV responder was defined by a >= 15% increase in SV after NE infusion. Result(s): Of 34 septic shock patients included, 19 (56%) were SV responders. Before NE infusion, SV responders had a lower Ees (1.13 +/- 0.24 mmHg/mL versus 1.50 +/- 0.46 mmHg/mL, P = 0.005) and a higher Ea/Ees ratio (1.47 +/- 0.40 versus 1.02 +/- 0.30, P = 0.001) than non-responders, and Ea in SV responders was comparable to that in non-responders (1.62 +/- 0.36 mmHg/mL versus 1.43 +/- 0.28 mmHg/mL, P = 0.092). NE significantly increased Ea and Ees in both groups. The Ea/Ees ratio was normalized by NE administration in SV responders but unchanged in non-responders. The baseline Ea/Ees ratio was positively correlated with NE-induced SV increases (r = 0.688, P < 0.001). Logistic regression analysis indicated that the baseline Ea/Ees ratio was a predictor of SV increases induced by NE (odd ratio 0.008, 95% confidence interval (CI): 0.000 to 0.293), with an area under the receiver operating characteristic curve of 0.816 (95% CI: 0.646 to 0.927). Conclusion(s): The left VAC has the ability to predict SV response to NE infusion in septic shock patients. Trial registration: Chinese Clinical Trial Registry, ChiCTR1900024031, Registered 23 June 2019 - Retrospectively registered, http://www.chictr.org.cn/edit.aspx?pid=40359&htm=4.Copyright © 2021, The Author(s).",2021,,BMC Anesthesiology,21,1,56,,http://dx.doi.org/10.1186/s12871-021-01276-y,,#3919,Zhou 2021,"Exclusion reason: Non-routinely-collected data; Matthieu Komorowski (2022-01-26 04:29:20)(Select): only uses echo data, no integration of vital signs; ",""
Validation of the Artificial Intelligence-Based Predictive Optimal Trees in Emergency Surgery Risk (POTTER) Calculator in Emergency General Surgery and Emergency Laparotomy Patients,"El Hechi, Majed W.; Maurer, Lydia R.; El Moheb, Mohamad; Velmahos, George C.; Kaafarani, Haytham M. A.; Levine, Jordan; Zhuo, Daisy; Dunn, Jack; Bertsimas, Dimitris","Background: The Predictive Optimal Trees in Emergency Surgery Risk (POTTER) tool is an artificial intelligence-based calculator for the prediction of 30-day outcomes in patients undergoing emergency operations. In this study, we sought to assess the performance of POTTER in the emergency general surgery (EGS) population in particular. Method(s): All patients who underwent EGS in the 2017 American College of Surgeons NSQIP database were included. The performance of POTTER in predicting 30-day postoperative mortality, morbidity, and 18 specific complications was assessed using the c-statistic metric. As a subgroup analysis, the performance of POTTER in predicting the outcomes of patients undergoing emergency laparotomy was assessed. Result(s): A total of 59,955 patients were included. Median age was 50 years and 51.3% were women. POTTER predicted mortality (c-statistic = 0.93) and morbidity (c-statistic = 0.83) extremely well. Among individual complications, POTTER had the highest performance in predicting septic shock (c-statistic = 0.93), respiratory failure requiring mechanical ventilation for 48 hours or longer (c-statistic = 0.92), and acute renal failure (c-statistic = 0.92). Among patients undergoing emergency laparotomy, the c-statistic performances of POTTER in predicting mortality and morbidity were 0.86 and 0.77, respectively. Conclusion(s): POTTER is an interpretable, accurate, and user-friendly predictor of 30-day outcomes in patients undergoing EGS. POTTER could prove useful for bedside counseling of patients and their families and for benchmarking of EGS care.Copyright © 2021 American College of Surgeons",2021,,Journal of the American College of Surgeons,232,6,912,,http://dx.doi.org/10.1016/j.jamcollsurg.2021.02.009,,#3742,ElHechi 2021,Exclusion reason: Not for realtime use; ,""
The intensive care infection score - a novel marker for the prediction of infection and its severity,"van der Geest, Patrick J.; Mohseni, Mostafa; Groeneveld, A. B. Johan; Linssen, Jo; Duran, Servet; de Jonge, Robert","Background: The prediction of infection and its severity remains difficult in the critically ill. A novel, simple biomarker derived from five blood-cell derived parameters that characterize the innate immune response in routine blood samples, the intensive care infection score (ICIS), could be helpful in this respect. We therefore compared the predictive value of the ICIS with that of the white blood cell count (WBC), C-reactive protein (CRP) and procalcitonin (PCT) for infection and its severity in critically ill patients. Method(s): We performed a multicenter, cluster-randomized, crossover study in critically ill patients between January 2013 and September 2014. Patients with a suspected infection for which blood cultures were taken by the attending intensivist were included. Blood was taken at the same time for WBC, ICIS, CRP and PCT measurements in the control study periods. Results of imaging and cultures were collected. Patients were divided into groups of increasing likelihood of infection and invasiveness: group 1 without infection or with possible infection irrespective of cultures, group 2 with probable or microbiologically proven local infection without blood stream infection (BSI) and group 3 with BSI irrespective of local infection. Septic shock was assessed. Result(s): In total, 301 patients were enrolled. CRP, PCT and ICIS were higher in groups 2 and 3 than group 1. The area under the receiver operating characteristic curve (AUROC) for the prediction of infection was 0.70 for CRP, 0.71 for PCT and 0.73 for ICIS (P < 0.001). For the prediction of septic shock the AUROC was 0.73 for CRP, 0.85 for PCT and 0.76 for ICIS. These AUROC did not differ from each other. Conclusion(s): The data suggest that the ICIS is potentially useful for the prediction of infection and its severity in critically ill patients, non-inferiorly to CRP and PCT. In contrast to CRP and PCT, the ICIS can be determined routinely without extra blood sampling and lower costs, yielding results within 15 minutes. Trial registration: ClinicalTrials.gov identifier: ID NCT01847079. Registered on 24 April 2013.Copyright © 2016 The Author(s).",2016,,Critical Care,20,1,180,,http://dx.doi.org/10.1186/s13054-016-1366-6,,#2399,vanderGeest 2016,"Exclusion reason: Not for realtime use; Finneas Catling (2022-02-08 00:05:46)(Select): The ICIS uses PCT so wouldn't be eligible. CRP and WBC are routinely-measured comparators, but the study only evaluates the predictive value of their day 0 values, so this isn't realtime prediction; Myura Nagendran (2022-01-18 01:48:15)(Select): even if crp considered 'routine' does not seem plausible that infection markers alone could be used to guide cvs treatment. I would exclude; Finneas Catling (2021-11-12 20:07:44)(Screen): check FT for whether routine variable in score; ",""
Towards a statistically oriented decision support system for the management of septicaemia,"Dybowski, R.; Gransden, W. R.; Phillips, I.","The first decision-support system designed for the management of septicaemia was MYCIN. Although MYCIN played a vital role in the conception of knowledge-based systems, it never became an established clinical system. This paper describes an alternative decision-support system for septicaemia management currently under development at St. Thomas' Hospital (London) where a large database of septicaemia episodes has been compiled. The three statistical approaches that have been considered are described. These are (i) relative frequencies, (ii) the naive Bayes method and (iii) logistic regression. We also discuss how the concept of probabilistic influence diagrams could be of benefit to the development and implementation of the decision-support system.",1993,,Artificial Intelligence in Medicine,5,6,489-502,,,,#3946,Dybowski 1993,"Exclusion reason: Doesn't guide CV treatment; Myura Nagendran (2022-01-18 00:57:36)(Select): not septic shock per se, not cvs management; ",""
Baroreflex Sensitivity and Blood Pressure Variability can Help in Understanding the Different Response to Therapy during Acute Phase of Septic Shock,"Carrara, Marta; Baselli, Giuseppe; Ferrario, Manuela; Bollen Pinto, Bernardo; Bendjelid, Karim","Background: Mean values of hemodynamic variables are poorly effective in evaluating an actual recovery of the short-term autonomic mechanisms for blood pressure (BP) and heart rate (HR) regulation. The aim of this work is to analyze the response to therapy in the early phase of septic shock to verify possible associations between BP recovery and BP autonomic control. Method(s): This is an ancillary study from the multicenter prospective observational trial Shockomics (NCT02141607). A total of 21 septic shock patients were studied at two time points during the acute phase of shock and were classified according to changes in SOFA score. Time series of BP components and HR were analyzed in time and frequency domain. Baroreflex sensitivity (BRS) was assessed, and a mathematical model for the decomposition of diastolic arterial pressure (DAP) oscillations was used to understand the different contributions of BRS and HR on peripheral vascular resistance control. Result(s): Only those patients, who significantly improved organ function (responders, R), showed an increase of mean value and low frequency (LF) power in BP time series. Fluid accumulation was higher in the non-responders (NR). BRS increased in NR and the model of DAP variability showed that the contribution of HR was highly reduced in NR. Conclusion(s): Although patients reached the mean BP target of 65 mmHg, our analyses highlighted important differences in terms of autonomic nervous system control. BP variability, HR variability and baroreflex trends can add information to individual vital sign measure such as mean BP, and can help in understanding the responsiveness to the combination of symphatomimetic drugs and fluid therapy.Copyright © 2018 The Author(s). Published by Wolters Kluwer Health, Inc. on behalf of the Shock Society.",2018,,Shock,50,1,78-86,,http://dx.doi.org/10.1097/SHK.0000000000001046,,#2726,Carrara 2018,Exclusion reason: Doesn't guide CV treatment; Finneas Catling (2021-11-19 22:00:16)(Screen): Interesting paper and we don't have many of this sort - worth checking the full text to see if there is any intention to inform therapy?; ,""
Personalized Swiss Sepsis Study: With Machine Learning and Computational Modelling Towards Personalized Sepsis Management - Discovery of Digital Biomarkers,"Adrian Egli, P. D. Dr",This multi-center study is to focus on patients with sepsis in Intensive Care Units (ICUs) in order to better understand the complex host-pathogen interaction and clinical heterogeneity associated with sepsis. Understanding this heterogeneity may allow the development of novel diagnostic approaches. Data from patients will be analyzed using state-of-the art analytical algorithms for biomarker discovery including machine learning and multidimensional mathematical modelling to explore the large datasets generated. In order to discover digital biomarkers for the study endpoints a case-control study design will be used to compare data patterns from patients with sepsis (cases) and those without sepsis (controls).,2019,"October 15, 2019",ClinicalTrials.gov,,,,,,,#707,AdrianEgli 2019,Exclusion reason: Doesn't guide CV treatment; Zuzanna Bien (2022-02-04 22:12:20)(Select): primary outcomes are either sepsis mortality or prediction of sepsis (not sepsis shock)- therefore exclude? ; Finneas Catling (2021-09-27 22:19:34)(Screen): Assume they using 'digital biomarker' to mean pattern in routinely collected data ; ,""
Predicting the progression to septic shock in patients with a candida bloodstream infection,"Roth, Justin; Micek, Scott; Arnold, Heather; Hampton, Nicholas","Learning Objectives: Few data describe the clinical course of candidemia. This study assessed risk factors associated with the progression of candidemia to septic shock (SS). We hypothesized candidemic patients with greater baseline comorbidity or immunogenic drug exposure were more likely to progress to SS. Method(s): Between 2008-2012, all adult patients with a positive Candida blood culture (n=661) at Barnes-Jewish Hospital, St. Louis, MO were retrospectively identified. SS (n=86) was defined as vasopressor initiation between blood culture collection up to 72 hours after; non-shock (n=465) was defined as no vasopressors +/-7 days from culture collection. Patients requiring vasopressors before or >72 hours after culture collection were not included in the analysis. Result(s): SS patients were significantly older (60 +/- 14 vs. 56 +/- 16 yrs; p=0.04) and weighed more [80 (IQR 70-104) vs. 76 (IQR 61-94) kg; p=0.003]. Documented comorbidities were similar. Available data up to 8 days before candidemia showed SS patients had higher average blood glucose [157 (IQR 128-183) vs. 132 (IQR 114-161) mg/dL; p=0.02] and serum creatinine [1.52 (IQR 0.81-2.27) vs. 0.94 (IQR 0.64-1.63) mg/dL; p=0.002]. SS patients had more non-albicans candidemia (73.3% vs. 58.1%; p=0.01) with no difference in concurrent bacteremia. Prior to candidemia, there were no differences in topical antifungal usage; immunomodulating drug usage was similar except fewer SS patients received an anthracycline (1.2% vs. 7.7%; p=0.02). SS patients had more airway (14% vs. 3%; p<0.001), urinary (26% vs. 12%; p=0.002), and >1 colonization site (9.3% vs. 2.2; p=0.003). Multivariate regression found 3 independent predictors of progression to SS: weight (1-kg units) adjusted odds-ratio (AOR) 1.015 (95% CI 1.001-1.04), non-albicans candidemia AOR 3.1 (95% CI 1.3-7.3), airway colonization AOR 6.7 (95% CI 2.3-19.2). Conclusion(s): Non-albicans candidemia may confer a significant risk for shock development. Glycemic control may help limit disease progression. More data are needed describing antifungal dosing in obesity and immunomodulatory drug effects in Candida sepsis.",2014,,Critical Care Medicine,42,12 SUPPL. 1,A1591,,http://dx.doi.org/10.1097/01.ccm.0000458457.08639.14,,#1960,Roth 2014,Exclusion reason: Poster / oral presentation; ,""
Predicting fluid balance change in septic patients during deresuscitation,"Ahlsdorf, R.; Rahman, A.; Chang, Y.; Ghosh, E.; Peine, A.; Martin, L.","Introduction: Fluid overload resulting from suboptimal fluid management is common in critically ill patients and associated with adverse outcomes. Appropriate fluid management strategies to relieve fluid overload following the initial resuscitation period (the 'deresuscitation phase') are largely variable in clinical practice - potentially as a result of the heterogeneity in disease progression and numerous other factors, such as age and premorbidities. There is a need to better understand patients' progression in the deresuscitation phase and to accurately predict strategies in fluid balance management with the goal of guiding fluid therapy to achieve optimal fluid balance. Objective(s): We extracted fluid balance and physiological factors in the deresuscitation phase from a large cohort of patients with sepsis in a retrospective electronic health records database and built a machine learning model to predict fluid balance change periodically after patients had been stabilized. Method(s): We used MIMIC-III, a publicly available critical care dataset from Beth Israel Deaconess Medical Center, Boston, MA. Our cohort consisted of adult ICU patients with sepsis (based on the Sepsis-III criteria) who received vasopressors and/or inotropes during resuscitation. We excluded patients with Do Not Resuscitate status, cardiac surgery and burn patients. End of resuscitation phase was defined as the time of last vasopressor/ inotrope administration. Clinical data including, demographics, vitals, labs, fluid inputs and outputs, interventions and medications were extracted for the time period starting from end of resuscitation to ICU discharge. Data was segmented into 4-hour blocks. Fluid balance was calculated for each block and the change (increase, no change or decrease) within a block evaluated. We trained a 3-class logistic regression model to predict the change of fluid balance in the next block using the extracted clinical data in the current block. Model was evaluated using 6-fold cross validation and top predictors were calculated. Result(s): A total of 2,565 ICU admissions were included in our cohort which was divided into 62,465 4-hour blocks. The mean area under receiver operator curve (AUROC) for predicting fluid balance increase was 0.78, mean AUROC for predicting no change in fluid balance was 0.71 and mean AUROC for predicting fluid balance decrease was 0.77. Conclusion(s): We trained a model to predict fluid balance change during deresuscitation in our cohort. The model performs reasonably well in distinguish patients with no change in fluid balance, a decrease, and an increase in fluid balance. Additionally, we identified top predictors for fluid balance change, which agree with known physiology. The top positive correlates for fluid balance decrease are being on CRRT and cumulative output. Conversely, being on CRRT is a negatively correlated with fluid balance increase. Therefore our model uses clinically meaningful features to distinguish between the different classes.",2020,,Intensive Care Medicine Experimental,8,SUPPL 2,,,http://dx.doi.org/10.1186/s40635-020-00354-8,,#3333,Ahlsdorf 2020,Exclusion reason: Poster / oral presentation; Matthieu Komorowski (2022-01-26 04:36:17)(Select): doesnt involve fluids / vasopressors administration; ,""
Mapping multiscalar variability dynamics in 1/f physiologic phase space for tracking the state of sepsis patients,"Loparo, Kenneth A.; Vandendriessche, Benjamin; Abas, Mustafa; Dick, Thomas E.; Jacono, Frank J.","Objective Early diagnosis of patients at-risk for sepsis is paramount to their survival and recovery. However, identification of these patients is still based on snapshot observations, rather than on continuous data from real-time monitoring systems that can generate a high-resolution and comprehensive picture of the dynamical status of an individual patient. Quantifying changes in the nonlinear dynamics of physiologic waveforms can act as a proxy for a patients' status but significant hurdles have to be overcome to understand how neural control mechanisms drive these dynamics and how they are influenced by systemic inflammation and the resulting multiple organ dysfunction. Methods (A) A waveform database of sepsis patients with vasopressor dependency that includes: (1) continuous acquisition of high-resolution EKG, blood pressure and exhaled CO2 waveforms in a medical intensive care unit (MICU); (2) high-throughput physiologic feature extraction from multi-day waveform recordings via custom-developed software; and (3) generation of a comprehensive database of waveform features (including inter-beat intervals, respiratory phase transitions and measures of cardioventilatory coupling). (B) Constructing a physiologic phase space: (1) generation of a database of synthetic time series encompassing a wide spectrum of noise with 1/f spectral characteristics; (2) training an artificial neural network (ANN) to classify specific dynamical patterns in the synthetic time series in relation to progression of systemic inflammation, based on a proof-of-concept study in animal models of sepsis1; and (3) semi-continuous classification of patient variability pattern dynamics via the ANN. Results A tool was developed that maps the ANN classification results in a physiologic phase space to visualize transitions from (meta)stable to unstable time series dynamics. The phase space provides a fast and straightforward interpretation of the variability of complex dynamical patterns as they fluctuate with time. For the patient data analyzed to date, the presence of primarily unstable variability dynamics tracked significantly with in-hospital mortality (p < 0.05). Furthermore, state transitions from unstable to (meta)stable dynamics and v.v. tracked with certain MICU alarm triggering events. Conclusions Cluster analysis of a larger number of patients may identify state transitions that are predictive of clinical decompensation and/or vasopressor dependency in sepsis patients with higher sensitivity than current clinical approaches.",2016,,FASEB Journal,30,Meeting Abstracts,,,,,#2312,Loparo 2016,"Exclusion reason: Poster / oral presentation; Zuzanna Bien (2022-02-02 03:44:42)(Select): abstract only - no full text available
; Finneas Catling (2021-09-23 01:05:24)(Screen): Are they recommending vasopressors on the basis of some state transitions? Include if so; ",""
Cause-Effect Deep Information Bottleneck For Systematically Missing Covariates,"Parbhoo, Sonali; Wieser, Mario; Wieczorek, Aleksander; Roth, Volker","Estimating the causal effects of an intervention from high-dimensional observational data is difficult due to the presence of confounding. The task is often complicated by the fact that we may have a systematic missingness in our data at test time. Our approach uses the information bottleneck to perform a low-dimensional compression of covariates by explicitly considering the relevance of information. Based on the sufficiently reduced covariate, we transfer the relevant information to cases where data is missing at test time, allowing us to reliably and accurately estimate the effects of an intervention, even where data is incomplete. Our results on causal inference benchmarks and a real application for treating sepsis show that our method achieves state-of-the art performance, without sacrificing interpretability.",2018,,,,,,,,,#29,Parbhoo 2018,"Exclusion reason: Doesn't guide CV treatment; Zuzanna Bien (2022-02-02 03:32:17)(Select): predicts mortality, does not guide treatment; Matthieu Komorowski (2021-12-11 00:42:42)(Select): I dont think this one provides individualised treatment recommendations; ",""
Estimating Causal Effects With Partial Covariates For Clinical Interpretability,"Parbhoo, Sonali; Wieser, Mario; Roth, Volker","Estimating the causal effects of an intervention in the presence of confounding is a frequently occurring problem in applications such as medicine. The task is challenging since there may be multiple confounding factors, some of which may be missing, and inferences must be made from high-dimensional, noisy measurements. In this paper, we propose a decision-theoretic approach to estimate the causal effects of interventions where a subset of the covariates is unavailable for some patients during testing. Our approach uses the information bottleneck principle to perform a discrete, low-dimensional sufficient reduction of the covariate data to estimate a distribution over confounders. In doing so, we can estimate the causal effect of an intervention where only partial covariate information is available. Our results on a causal inference benchmark and a real application for treating sepsis show that our method achieves state-of-the-art performance, without sacrificing interpretability.",2018,,,,,,,,,#28,Parbhoo 2018,"Exclusion reason: Doesn't guide CV treatment; Myura Nagendran (2022-02-08 01:59:14)(Select): agree with zuzie; Zuzanna Bien (2022-02-02 03:42:30)(Select): predicts mortality, does not guide treatment; Finneas Catling (2021-09-22 01:47:23)(Screen): At full-text review: need to see more details of the treatment - is it cardiovascular and personalised?; ",""
